CustomerID,Recency,Tenure,Frequency,TotalQuantity,Monetary,AOV,Predicted_CLV,Segment
13583.0,155,0,1,725,781.03,781.03,902.469,Medium
13584.0,306,0,1,37,142.4,142.4,139.2574,Low
13587.0,63,0,1,180,712.4,712.4,632.7212,Medium
13588.0,15,239,9,2606,2478.95,275.43888888888887,2555.2908,High
13589.0,14,164,2,114,379.65,189.825,339.323,Low
13590.0,10,291,6,1848,1981.92,330.32,1970.2051,High
13591.0,64,202,3,485,1117.13,372.3766666666667,1047.133,Medium
13592.0,35,228,4,84,247.95999999999998,61.989999999999995,266.8013,Low
13593.0,107,227,5,731,2037.0800000000002,407.41600000000005,1968.7234,High
13594.0,52,0,1,359,396.97,396.97,480.77203,Medium
13596.0,5,7,2,406,697.04,348.52,715.10785,Medium
13598.0,46,0,1,58,180.17000000000002,180.17000000000002,188.70634,Low
13599.0,0,365,21,3294,5153.67,245.41285714285715,5012.934,High
13600.0,311,0,1,324,219.52,219.52,277.48697,Low
13601.0,44,166,2,548,693.32,346.66,767.8266,Medium
13602.0,64,0,1,267,428.89,428.89,459.96365,Medium
13603.0,25,0,1,164,164.34,164.34,169.81544,Low
13606.0,28,282,3,279,280.53999999999996,93.51333333333332,347.27176,Low
13607.0,39,0,1,290,678.01,678.01,663.8923,Medium
13610.0,11,273,7,516,1131.88,161.69714285714286,1189.3107,High
13611.0,88,270,3,766,1171.8,390.59999999999997,1183.4518,High
13614.0,23,306,4,570,1610.46,402.615,1530.4355,High
13615.0,318,0,1,189,417.69,417.69,417.07455,Medium
13617.0,39,140,3,300,544.18,181.39333333333332,558.7819,Medium
13618.0,173,0,1,246,177.34,177.34,239.36307,Low
13621.0,116,0,1,343,213.85,213.85,299.11026,Low
13623.0,30,266,5,294,747.78,149.55599999999998,704.82166,Medium
13626.0,252,0,1,209,257.23,257.23,266.3915,Low
13627.0,58,298,5,1269,1638.47,327.694,1681.5596,High
13629.0,22,315,11,4372,7792.36,708.3963636363636,7571.56,High
13630.0,4,280,7,1391,2031.78,290.2542857142857,2132.2437,High
13631.0,99,167,11,467,3070.42,279.1290909090909,2619.9314,High
13632.0,24,218,5,1037,2121.27,424.254,2130.7053,High
13634.0,32,293,5,704,1575.16,315.03200000000004,1542.1403,High
13635.0,67,0,1,677,1071.03,1071.03,1072.055,Medium
13636.0,36,248,5,592,949.12,189.824,971.25073,Medium
13637.0,51,174,3,409,810.5,270.1666666666667,809.92236,Medium
13638.0,15,0,1,93,122.64,122.64,126.24879,Low
13639.0,73,0,1,800,1033.34,1033.34,1123.809,Medium
13642.0,215,0,1,173,354.8,354.8,349.2129,Low
13643.0,30,154,3,273,519.44,173.14666666666668,523.2614,Medium
13644.0,15,89,4,2067,2624.26,656.065,2834.1277,High
13645.0,119,0,1,158,252.1,252.1,266.3915,Low
13647.0,9,225,4,895,1678.1200000000001,419.53000000000003,1636.6506,High
13649.0,256,109,2,139,346.6,173.3,324.02454,Low
13650.0,16,250,6,922,1836.34,306.0566666666667,1788.4342,High
13651.0,34,4,2,33,94.2,47.1,115.163956,Low
13652.0,45,322,3,578,1095.08,365.02666666666664,1088.955,Medium
13654.0,42,230,6,2182,2707.33,451.22166666666664,2756.9023,High
13655.0,113,127,2,605,932.97,466.485,964.2612,Medium
13656.0,164,172,2,490,379.65,189.825,482.1964,Medium
13657.0,10,190,2,209,382.14,191.07,339.323,Low
13658.0,9,194,5,1019,2639.17,527.8340000000001,2617.8071,High
13659.0,205,115,2,894,1573.2,786.6,1549.8077,High
13662.0,85,173,3,543,897.76,299.25333333333333,913.1756,Medium
13663.0,178,0,1,91,189.47,189.47,196.53816,Low
13666.0,59,227,3,41,84.65,28.21666666666667,176.63998,Low
13667.0,148,0,1,154,305.02,305.02,289.7136,Low
13668.0,2,359,21,3742,6363.59,303.02809523809526,6324.044,High
13669.0,50,98,2,237,218.55,109.275,279.25427,Low
13670.0,74,0,1,282,349.7,349.7,404.6327,Medium
13672.0,300,30,2,57,186.39000000000001,93.19500000000001,197.73671,Low
13673.0,18,13,2,119,396.92,198.46,333.50317,Low
13675.0,150,133,2,330,486.82000000000005,243.41000000000003,495.96524,Medium
13678.0,151,0,1,924,232.6,232.6,448.9128,Medium
13680.0,0,337,4,1936,3722.42,930.605,3685.5742,High
13681.0,17,137,4,360,827.83,206.9575,825.8012,Medium
13682.0,186,0,1,10,59.5,59.5,57.580425,Low
13684.0,285,0,1,39,67.23,67.23,69.66515,Low
13685.0,2,57,7,5056,3119.44,445.63428571428574,3476.7712,High
13686.0,182,0,1,70,72.0,72.0,75.72902,Low
13689.0,62,0,1,512,910.0,910.0,971.81506,Medium
13690.0,58,0,1,67,172.25,172.25,188.70634,Low
13692.0,24,211,3,1226,1488.32,496.1066666666666,1595.9153,High
13694.0,3,369,50,63312,65039.62,1300.7924,65024.332,High
13695.0,30,228,15,1603,2504.13,166.942,2493.0378,High
13697.0,38,0,1,177,151.29999999999998,151.29999999999998,157.80696,Low
13699.0,154,0,1,66,308.58000000000004,308.58000000000004,289.7136,Low
13700.0,25,300,10,2304,2265.12,226.512,2381.216,High
13703.0,317,0,1,10,99.5,99.5,93.66707,Low
13704.0,4,83,9,1531,2308.06,256.4511111111111,2479.7466,High
13705.0,7,366,3,363,711.86,237.28666666666666,720.49445,Medium
13706.0,302,0,1,189,330.79,330.79,294.72305,Low
13707.0,266,48,2,351,806.41,403.205,797.3017,Medium
13708.0,270,0,1,306,296.88,296.88,362.4458,Low
13709.0,3,311,13,3516,6328.05,486.7730769230769,6485.487,High
13710.0,31,0,1,176,180.48,180.48,188.70634,Low
13711.0,218,0,2,140,252.06,126.03,206.25465,Low
13712.0,246,0,1,352,228.84,228.84,330.37222,Low
13715.0,280,91,5,563,1079.34,215.868,1078.5175,Medium
13716.0,268,0,1,138,138.28,138.28,139.2574,Low
13717.0,31,266,6,1959,1445.01,240.835,1467.9937,High
13718.0,245,49,2,173,306.55,153.275,299.13623,Low
13719.0,14,219,5,609,1041.68,208.336,1043.8881,Medium
13720.0,116,138,4,501,799.9,199.975,838.1631,Medium
13721.0,35,0,1,316,524.14,524.14,552.72345,Medium
13722.0,131,151,3,1401,2375.41,791.8033333333333,2585.5427,High
13723.0,216,0,1,43,199.85000000000002,199.85000000000002,196.53816,Low
13725.0,49,258,8,806,1980.56,247.57,1879.3053,High
13726.0,38,61,2,1054,1079.6599999999999,539.8299999999999,1281.4442,High
13727.0,28,4,2,162,333.48,166.74,255.81863,Low
13728.0,36,273,6,458,1016.14,169.35666666666665,923.98083,Medium
13730.0,135,25,2,488,752.6,376.3,726.921,Medium
13731.0,218,27,2,278,610.59,305.295,560.835,Medium
13732.0,27,0,1,498,491.86,491.86,601.43884,Medium
13735.0,24,209,4,1130,2885.2400000000002,721.3100000000001,2706.121,High
13736.0,4,255,2,497,731.9,365.95,764.05896,Medium
13737.0,199,0,1,125,339.59999999999997,339.59999999999997,344.76514,Low
13739.0,17,0,1,54,216.9,216.9,220.23308,Low
13740.0,240,0,1,425,350.75,350.75,460.02908,Medium
13741.0,71,145,3,218,668.4300000000001,222.81000000000003,555.1507,Medium
13742.0,16,303,12,1124,3131.02,260.91833333333335,2796.7812,High
13743.0,2,256,7,1776,1341.6,191.65714285714284,1475.756,High
13744.0,94,197,2,1249,1156.36,578.18,1291.6079,High
13745.0,161,0,1,496,300.04,300.04,388.63757,Low
13747.0,373,0,1,8,79.6,79.6,84.41284,Low
13748.0,95,278,5,439,948.25,189.65,960.8107,Medium
13750.0,53,283,5,516,1647.26,329.452,1543.9252,High
13751.0,287,0,1,152,296.25,296.25,287.4043,Low
13752.0,123,122,6,876,1186.28,197.71333333333334,1237.8248,High
13753.0,287,0,1,512,741.26,741.26,779.25653,Medium
13754.0,151,165,2,214,282.59999999999997,141.29999999999998,299.4273,Low
13755.0,3,59,9,1264,2161.35,240.14999999999998,2148.704,High
13756.0,1,365,14,3188,5189.52,370.68,5255.243,High
13758.0,11,361,7,1844,3190.55,455.79285714285714,3292.2131,High
13759.0,32,37,2,287,659.4100000000001,329.70500000000004,600.03503,Medium
13760.0,53,202,2,197,286.79,143.395,268.5782,Low
13761.0,49,129,2,642,1070.65,535.325,1056.4526,Medium
13762.0,218,0,1,272,306.72,306.72,349.58115,Low
13763.0,62,0,1,728,1714.96,1714.96,1672.2499,High
13764.0,70,266,3,932,1521.76,507.25333333333333,1442.8788,High
13767.0,1,371,37,7322,17220.36,465.41513513513513,17200.498,High
13769.0,1,365,10,1163,2796.51,279.651,2626.0767,High
13771.0,63,182,4,1477,2634.45,658.6125,2608.8682,High
13772.0,33,205,3,546,1132.13,377.3766666666667,1096.586,Medium
13774.0,81,0,1,192,345.0,345.0,344.76514,Low
13777.0,0,372,33,12897,25977.16,787.1866666666666,26519.217,High
13778.0,102,0,1,70,178.7,178.7,188.70634,Low
13780.0,6,163,2,318,360.01,180.005,415.6773,Medium
13781.0,250,0,1,30,127.84,127.84,134.35912,Low
13782.0,12,315,6,371,912.0,152.0,862.8692,Medium
13784.0,9,322,11,2493,2462.79,223.89,2744.133,High
13786.0,366,0,1,136,230.39999999999998,230.39999999999998,223.93776,Low
13787.0,75,288,2,337,309.04,154.52,362.08,Low
13790.0,3,0,1,748,348.8,348.8,584.82526,Medium
13791.0,127,40,2,1200,1516.0,758.0,1699.7736,High
13792.0,65,221,2,92,195.55,97.775,203.55656,Low
13798.0,0,370,57,23948,37153.85,651.8219298245614,36502.14,High
13799.0,116,177,2,402,688.86,344.43,700.8823,Medium
13800.0,309,0,1,331,558.32,558.32,591.0222,Medium
13801.0,66,0,1,168,324.8,324.8,294.72305,Low
13802.0,138,172,3,2572,4599.42,1533.14,4107.3755,High
13803.0,254,0,1,121,277.07,277.07,273.67145,Low
13804.0,30,259,7,1498,2635.79,376.5414285714286,2500.9177,High
13805.0,51,76,2,1900,924.6,462.3,1061.4556,Medium
13806.0,63,0,1,56,256.38,256.38,266.3915,Low
13807.0,366,0,1,36,112.6,112.6,110.60174,Low
13808.0,5,91,5,782,1747.66,349.53200000000004,1734.4633,High
13809.0,304,0,1,29,155.05,155.05,169.81544,Low
13810.0,28,27,3,312,1499.01,499.67,1222.9467,High
13811.0,183,55,3,68,814.5,271.5,609.8775,Medium
13812.0,41,63,3,333,539.0,179.66666666666666,552.9803,Medium
13813.0,39,95,4,552,1366.8600000000001,341.71500000000003,1322.4872,High
13814.0,91,44,2,864,1579.12,789.56,1625.1593,High
13815.0,21,296,4,2560,4027.36,1006.84,4186.867,High
13816.0,23,40,2,269,571.6700000000001,285.83500000000004,550.87006,Medium
13817.0,28,322,2,211,382.98,191.49,370.17218,Low
13819.0,301,18,3,1109,1140.35,380.1166666666666,1285.6251,High
13821.0,144,116,2,153,385.64,192.82,339.323,Low
13822.0,5,34,2,611,632.0,316.0,653.55646,Medium
13823.0,18,72,2,439,957.66,478.83,937.6383,Medium
13824.0,32,277,5,768,1698.94,339.788,1734.4633,High
13826.0,175,0,1,82,189.5,189.5,196.53816,Low
13827.0,57,85,3,141,412.05,137.35,363.9175,Low
13828.0,21,0,1,311,209.49,209.49,288.95468,Low
13831.0,15,353,6,745,2202.99,367.16499999999996,2057.9673,High
13832.0,18,0,1,28,52.199999999999996,52.199999999999996,52.055805,Low
13833.0,158,0,1,118,384.8,384.8,357.4703,Low
13835.0,24,190,4,442,834.57,208.6425,849.7405,Medium
13837.0,211,105,2,183,271.24,135.62,268.5782,Low
13838.0,5,364,4,263,691.73,172.9325,663.3582,Medium
13841.0,252,0,1,100,85.0,85.0,84.41284,Low
13842.0,58,308,9,1768,3385.62,376.18,3595.5676,High
13844.0,10,0,1,196,361.62,361.62,350.75955,Low
13845.0,64,0,1,182,312.98,312.98,289.7136,Low
13846.0,24,335,3,388,865.0600000000001,288.35333333333335,824.4065,Medium
13848.0,91,273,3,3700,1255.0,418.3333333333333,2738.8376,High
13849.0,51,119,2,1016,1537.95,768.975,1640.2877,High
13850.0,128,0,1,944,1595.48,1595.48,1705.2732,High
13851.0,95,192,3,1705,2651.46,883.82,2693.313,High
13853.0,56,0,1,312,1090.14,1090.14,1012.26245,Medium
13854.0,8,356,25,2296,8109.5199999999995,324.38079999999997,7956.799,High
13856.0,168,34,3,494,388.5,129.5,510.15994,Medium
13858.0,56,0,1,75,216.17,216.17,220.23308,Low
13859.0,325,0,1,129,201.16,201.16,198.04176,Low
13860.0,0,85,5,591,1245.9,249.18,1184.3813,High
13862.0,17,314,8,1688,2209.36,276.17,2210.3398,High
13863.0,247,0,1,224,305.78,305.78,313.1596,Low
13865.0,57,231,4,204,501.56,125.39,453.31418,Medium
13866.0,73,0,1,57,145.67000000000002,145.67000000000002,139.2574,Low
13867.0,30,186,3,513,1015.29,338.43,1091.9658,Medium
13868.0,6,31,2,1964,3192.54,1596.27,2846.304,High
13869.0,122,233,4,1721,3104.95,776.2375,3131.1816,High
13870.0,1,285,8,1325,2770.94,346.3675,2832.0535,High
13871.0,22,286,13,2806,6403.25,492.5576923076923,6228.121,High
13873.0,119,190,3,140,389.6,129.86666666666667,347.3571,Low
13874.0,357,0,1,180,540.45,540.45,491.09515,Medium
13875.0,53,247,5,1316,1786.79,357.358,1746.8086,High
13876.0,63,0,1,36,122.7,122.7,126.24879,Low
13877.0,85,0,1,108,117.24,117.24,118.217834,Low
13878.0,54,0,1,475,1281.53,1281.53,1153.1716,Medium
13880.0,20,345,13,1842,3219.77,247.67461538461538,3303.66,High
13881.0,3,308,20,10118,17159.52,857.976,17155.99,High
13882.0,2,61,5,953,1191.13,238.22600000000003,1245.563,High
13883.0,10,242,5,1436,2674.48,534.896,2723.9834,High
13884.0,6,276,5,300,787.6,157.52,716.8302,Medium
13885.0,188,11,2,182,506.8,253.4,436.22485,Medium
13886.0,70,0,1,126,243.56,243.56,243.46474,Low
13887.0,203,0,1,147,349.55,349.55,344.76514,Low
13888.0,119,98,2,258,605.63,302.815,566.6549,Medium
13889.0,92,0,1,146,416.90000000000003,416.90000000000003,417.07455,Medium
13890.0,0,357,10,831,1883.8100000000002,188.38100000000003,1747.4198,High
13892.0,26,219,4,983,632.97,158.2425,752.06177,Medium
13893.0,297,0,1,190,821.1,821.1,806.7037,Medium
13894.0,23,286,3,354,564.62,188.20666666666668,625.1947,Medium
13895.0,27,136,4,1365,2593.07,648.2675,2360.6484,High
13897.0,49,0,1,200,311.16,311.16,289.7136,Low
13898.0,325,0,1,133,155.93,155.93,169.81544,Low
13899.0,15,258,2,156,388.52,194.26,339.323,Low
13900.0,182,79,3,430,740.95,246.98333333333335,740.53973,Medium
13901.0,71,246,5,1739,2867.2,573.4399999999999,2963.7114,High
13904.0,36,257,2,332,332.64,166.32,390.9848,Low
13908.0,79,196,4,1478,2369.55,592.3875,2463.9673,High
13911.0,56,251,9,2731,2580.91,286.7677777777778,2811.3625,High
13914.0,11,24,2,380,626.45,313.225,626.8147,Medium
13917.0,49,141,2,228,272.04,136.02,299.4273,Low
13918.0,49,203,2,1140,1212.8400000000001,606.4200000000001,1408.5674,High
13919.0,58,62,2,474,384.81,192.405,484.1701,Medium
13922.0,351,0,1,93,172.25,172.25,188.70634,Low
13923.0,53,0,1,185,351.13,351.13,349.2129,Low
13924.0,1,70,6,1575,1838.8500000000001,306.475,1774.7667,High
13925.0,92,42,4,331,678.25,169.5625,645.8707,Medium
13926.0,22,0,1,104,223.85000000000002,223.85000000000002,222.87526,Low
13927.0,74,0,1,214,348.99,348.99,372.21756,Low
13928.0,10,122,4,129,464.57,116.1425,445.28317,Medium
13929.0,168,157,2,143,842.65,421.325,737.9344,Medium
13930.0,57,78,2,274,337.34,168.67,371.3669,Low
13931.0,95,185,2,725,1237.53,618.765,1266.3013,High
13932.0,294,0,1,72,307.4,307.4,289.7136,Low
13933.0,108,39,2,205,608.7900000000001,304.39500000000004,510.60663,Medium
13934.0,263,0,1,390,922.1,922.1,901.02576,Medium
13936.0,179,0,1,330,376.58,376.58,400.54266,Medium
13937.0,168,0,1,123,158.85,158.85,169.81544,Low
13938.0,34,0,1,70,71.66,71.66,75.72902,Low
13939.0,22,288,3,847,568.55,189.51666666666665,641.2052,Medium
13940.0,16,126,4,516,839.14,209.785,897.0674,Medium
13941.0,21,350,5,2364,5112.96,1022.592,4840.1123,High
13946.0,78,188,3,443,561.5699999999999,187.18999999999997,633.96423,Medium
13947.0,64,0,1,44,90.6,90.6,90.62054,Low
13948.0,360,0,1,40,102.0,102.0,106.36104,Low
13949.0,2,91,6,2474,2427.32,404.55333333333334,2673.2234,High
13950.0,10,235,4,323,745.06,186.265,701.2477,Medium
13951.0,175,118,3,459,674.45,224.8166666666667,686.69763,Medium
13952.0,217,20,2,1431,3251.071,1625.5355,2862.0647,High
13953.0,6,345,7,2724,3515.68,502.23999999999995,3742.0107,High
13954.0,1,69,2,150,439.92,219.96,387.02612,Low
13955.0,153,151,2,154,322.96,161.48,305.13367,Low
13956.0,4,266,5,491,1026.42,205.28400000000002,971.27966,Medium
13959.0,78,283,3,357,598.2,199.4,625.1947,Medium
13960.0,20,50,2,142,230.22,115.11,247.53864,Low
13962.0,21,223,2,87,169.55,84.775,194.30235,Low
13963.0,307,59,4,460,664.54,166.135,745.2825,Medium
13967.0,145,0,1,42,80.7,80.7,84.41284,Low
13969.0,6,357,18,4542,9053.94,502.99666666666667,8844.318,High
13971.0,18,266,8,1844,2758.26,344.7825,2762.8257,High
13972.0,70,131,2,187,190.25,95.125,203.55656,Low
13973.0,286,0,1,109,264.7,264.7,269.01416,Low
13974.0,48,0,1,249,413.59000000000003,413.59000000000003,431.32443,Medium
13975.0,30,245,6,1732,2526.28,421.0466666666667,2535.6804,High
13976.0,206,0,1,154,357.98,357.98,350.75955,Low
13978.0,14,30,2,315,196.79000000000002,98.39500000000001,288.8519,Low
13979.0,72,0,1,639,869.87,869.87,996.7542,Medium
13980.0,59,0,1,172,200.14,200.14,196.53816,Low
13982.0,38,326,4,1136,1871.81,467.9525,1839.8837,High
13983.0,29,337,12,1183,2603.43,216.9525,2559.1956,High
13984.0,26,339,5,679,920.51,184.102,1118.7169,Medium
13985.0,3,260,15,3445,7060.13,470.67533333333336,6830.0093,High
13986.0,16,0,1,430,320.46,320.46,408.6824,Medium
13988.0,19,234,6,3044,4147.96,691.3266666666667,4843.7124,High
13989.0,65,173,2,1313,1266.08,633.04,1439.0287,High
13990.0,212,0,1,190,311.3,311.3,289.7136,Low
13991.0,11,131,6,998,855.97,142.66166666666666,985.2158,Medium
13992.0,29,0,1,64,76.8,76.8,84.41284,Low
13993.0,42,287,9,900,3466.36,385.1511111111111,3156.5007,High
13994.0,3,144,6,940,2313.14,385.5233333333333,2188.1433,High
13995.0,14,230,5,879,1393.69,278.738,1465.1364,High
13999.0,9,351,12,2243,3901.81,325.1508333333333,3789.136,High
14000.0,210,0,1,710,635.66,635.66,793.9098,Medium
14001.0,45,327,3,962,2043.0800000000002,681.0266666666668,1801.3198,High
14002.0,133,22,2,877,529.73,264.865,691.29803,Medium
14004.0,42,245,7,2668,4582.64,654.6628571428572,4238.0093,High
14005.0,9,206,5,2478,2874.72,574.944,3121.8657,High
14006.0,115,196,3,641,962.19,320.73,983.8448,Medium
14009.0,197,7,2,365,695.61,347.805,695.06244,Medium
14012.0,277,0,1,160,328.8,328.8,294.72305,Low
14013.0,109,165,3,462,473.02,157.67333333333332,558.64795,Medium
14014.0,76,0,1,1076,505.18,505.18,799.8188,Medium
14015.0,52,0,1,378,917.34,917.34,901.02576,Medium
14016.0,161,195,4,2125,4341.21,1085.3025,4116.1455,High
14019.0,46,91,3,1037,1421.61,473.86999999999995,1550.7118,High
14020.0,16,71,2,441,642.8,321.4,652.68,Medium
14021.0,154,101,3,192,631.9,210.63333333333333,508.04874,Medium
14022.0,224,0,1,487,440.0,440.0,483.42975,Medium
14023.0,6,242,2,345,584.07,292.035,608.8858,Medium
14024.0,121,2,2,150,327.7,163.85,255.81863,Low
14027.0,60,0,1,62,104.82,104.82,107.02501,Low
14029.0,62,80,2,198,467.66,233.83,399.59094,Medium
14030.0,17,348,8,1479,2360.09,295.01125,2481.3083,High
14031.0,6,365,19,5788,17286.86,909.8347368421053,16493.898,High
14032.0,1,364,11,2032,2975.59,270.5081818181818,3109.11,High
14034.0,21,135,3,423,651.8199999999999,217.2733333333333,690.135,Medium
14035.0,28,268,5,739,1428.02,285.604,1416.1859,High
14036.0,284,0,1,268,626.65,626.65,595.2857,Medium
14037.0,175,188,2,46,147.20000000000002,73.60000000000001,185.61852,Low
14038.0,77,128,3,965,1560.38,520.1266666666667,1504.5579,High
14039.0,32,0,1,92,152.2,152.2,169.81544,Low
14040.0,40,290,12,1554,3614.92,301.24333333333334,3531.2256,High
14041.0,265,0,1,94,141.41,141.41,139.2574,Low
14044.0,26,283,4,308,652.82,163.205,651.67236,Medium
14045.0,108,264,4,535,1659.75,414.9375,1530.4355,High
14046.0,283,0,1,460,154.99,154.99,267.26904,Low
14047.0,8,364,5,381,1308.6100000000001,261.72200000000004,1091.9757,Medium
14048.0,304,0,1,288,409.93,409.93,402.03497,Medium
14049.0,16,301,4,3870,5681.72,1420.43,6138.838,High
14050.0,31,74,2,689,746.36,373.18,871.87756,Medium
14051.0,0,365,23,3756,15610.390000000001,678.7126086956522,12531.792,High
14052.0,19,0,1,89,225.36,225.36,222.87526,Low
14053.0,123,35,2,215,260.25,130.125,294.52905,Low
14054.0,64,0,1,62,92.46,92.46,93.66707,Low
14055.0,105,0,1,216,725.6400000000001,725.6400000000001,660.1737,Medium
14056.0,0,282,23,4273,8214.65,357.1586956521739,8111.7007,High
14057.0,23,336,17,4876,6217.96,365.76235294117646,6665.759,High
14059.0,266,0,1,128,183.6,183.6,188.70634,Low
14060.0,4,368,19,5386,6140.42,323.18,6667.09,High
14062.0,9,354,12,5593,10464.85,872.0708333333333,11007.964,High
14064.0,28,245,5,1788,1353.74,270.748,1416.9109,High
14066.0,266,0,1,45,152.55,152.55,169.81544,Low
14067.0,63,32,2,361,374.7,187.35,466.2203,Medium
14068.0,319,0,1,73,265.85,265.85,269.01416,Low
14071.0,3,261,8,995,1438.82,179.8525,1430.1078,High
14073.0,31,0,1,130,151.04,151.04,157.80696,Low
14075.0,4,256,3,754,942.26,314.08666666666664,993.9926,Medium
14076.0,128,0,1,81,122.47,122.47,126.24879,Low
14077.0,40,233,5,268,499.41999999999996,99.88399999999999,544.223,Medium
14078.0,101,271,6,310,1049.37,174.89499999999998,918.6896,Medium
14079.0,124,0,1,301,375.1,375.1,415.53336,Medium
14080.0,32,0,1,48,45.599999999999994,45.599999999999994,52.055805,Low
14081.0,301,67,2,596,934.52,467.26,964.2612,Medium
14082.0,364,0,1,110,182.25,182.25,188.70634,Low
14083.0,3,367,9,732,1018.43,113.15888888888888,1372.244,High
14085.0,1,366,18,3184,4448.54,247.14111111111112,4784.4585,High
14087.0,2,0,1,251,194.42,194.42,250.08583,Low
14088.0,9,312,13,12665,50491.81,3883.9853846153846,50471.37,High
14089.0,56,0,1,134,161.0,161.0,169.81544,Low
14090.0,324,0,1,72,76.32000000000001,76.32000000000001,75.72902,Low
14092.0,7,350,14,2066,4076.91,291.2078571428571,4258.798,High
14093.0,11,0,1,406,442.85,442.85,535.6857,Medium
14096.0,3,97,17,16352,65164.79,3833.2229411764706,64480.42,High
14098.0,36,0,1,104,147.35,147.35,139.2574,Low
14099.0,15,338,11,2179,3104.17,282.1972727272727,3233.7312,High
14100.0,137,0,1,64,194.9,194.9,196.53816,Low
14101.0,73,252,6,6942,5976.79,996.1316666666667,9631.89,High
14102.0,4,39,5,961,1360.28,272.056,1377.2258,High
14104.0,154,11,2,72,216.20999999999998,108.10499999999999,221.40984,Low
14105.0,238,0,1,800,1266.23,1266.23,1296.4435,High
14107.0,51,312,7,1793,2703.23,386.17571428571426,2595.9148,High
14108.0,30,70,2,381,597.91,298.955,630.32526,Medium
14109.0,72,0,1,88,144.2,144.2,139.2574,Low
14110.0,3,263,12,2445,5683.15,473.5958333333333,5439.0674,High
14111.0,13,227,4,458,692.85,173.2125,759.00696,Medium
14112.0,22,253,7,1651,2915.15,416.45,2913.0593,High
14113.0,3,351,4,745,1840.42,460.105,1682.699,High
14114.0,273,56,2,101,386.53,193.265,339.323,Low
14116.0,19,101,5,707,1382.74,276.548,1410.507,High
14117.0,143,0,1,72,90.0,90.0,90.62054,Low
14121.0,3,56,4,2082,2780.15,695.0375,3000.0981,High
14124.0,83,0,1,1618,419.58000000000004,419.58000000000004,504.07346,Medium
14125.0,10,67,3,1640,2740.43,913.4766666666666,2969.256,High
14126.0,7,2,3,508,706.1300000000001,235.3766666666667,691.01447,Medium
14127.0,122,187,3,321,709.71,236.57000000000002,645.3025,Medium
14128.0,60,195,2,564,637.5,318.75,691.85657,Medium
14129.0,1,259,5,592,1123.8600000000001,224.77200000000002,1065.2054,Medium
14130.0,318,0,1,258,483.86,483.86,502.4435,Medium
14132.0,1,181,11,3368,3586.0299999999997,326.00272727272727,3334.1199,High
14133.0,129,186,3,348,605.64,201.88,612.2178,Medium
14135.0,1,371,15,3850,4690.31,312.68733333333336,4695.7676,High
14138.0,1,62,2,610,982.3800000000001,491.19000000000005,968.9786,Medium
14139.0,45,0,1,510,415.82,415.82,581.1953,Medium
14140.0,3,27,2,811,935.05,467.525,1011.58685,Medium
14141.0,2,102,4,355,915.13,228.7825,883.51294,Medium
14142.0,372,0,1,313,311.81,311.81,364.7551,Low
14143.0,133,0,1,30,115.8,115.8,118.217834,Low
14145.0,46,170,4,756,3742.2,935.55,3523.6897,High
14146.0,8,348,5,2437,4191.0,838.2,4324.7803,High
14147.0,77,207,2,108,483.4,241.7,419.11798,Medium
14148.0,233,0,1,16,157.2,157.2,169.81544,Low
14149.0,220,0,1,218,446.62,446.62,475.35968,Medium
14150.0,35,324,2,496,658.64,329.32,662.1965,Medium
14152.0,74,158,2,711,621.29,310.645,733.9979,Medium
14154.0,238,0,2,465,1345.62,672.81,1153.5458,Medium
14155.0,265,0,1,25,118.75,118.75,118.217834,Low
14156.0,9,361,55,57885,117379.63,2134.175090909091,117191.0,High
14157.0,19,265,2,284,432.88,216.44,442.3667,Medium
14158.0,39,0,1,781,507.66,507.66,685.0905,Medium
14159.0,19,343,11,4408,4693.01,426.6372727272728,5139.71,High
14161.0,215,153,3,455,1110.52,370.17333333333335,1047.133,Medium
14162.0,173,118,2,142,289.36,144.68,268.5782,Low
14163.0,86,151,4,893,2445.91,611.4775,2272.6636,High
14164.0,70,10,2,1033,1631.77,815.885,1740.664,High
14165.0,275,0,1,54,122.53999999999999,122.53999999999999,126.24879,Low
14167.0,38,291,4,150,574.84,143.71,484.90253,Medium
14171.0,97,0,1,167,363.79,363.79,350.75955,Low
14173.0,10,208,4,150,450.84,112.71,437.66708,Medium
14174.0,32,0,1,94,134.46,134.46,139.2574,Low
14175.0,59,269,3,1515,3222.3,1074.1000000000001,3073.0115,High
14176.0,296,70,4,209,576.9000000000001,144.22500000000002,484.90253,Medium
14177.0,85,93,4,205,559.41,139.8525,484.90253,Medium
14178.0,8,173,7,1505,1620.93,231.5614285714286,1698.5688,High
14179.0,40,11,2,330,719.78,359.89,666.73285,Medium
14180.0,10,361,25,719,4748.52,189.94080000000002,2737.855,High
14184.0,66,0,1,127,452.89,452.89,463.4058,Medium
14185.0,330,0,1,6,197.65,197.65,196.53816,Low
14188.0,30,279,6,1162,2054.36,342.3933333333334,2104.2393,High
14189.0,1,366,15,3937,4654.08,310.272,4695.7676,High
14191.0,1,218,13,3662,4684.76,360.36615384615385,5007.384,High
14193.0,67,201,2,445,853.39,426.695,846.9126,Medium
14194.0,4,303,21,5840,11349.52,540.4533333333334,11513.902,High
14195.0,201,50,2,760,1012.0,506.0,1039.5126,Medium
14196.0,106,0,1,142,335.52,335.52,294.72305,Low
